anonymous_user_id,order_count,charging_kwh,amount_paid,first_charge_date,last_charge_date,active_days,active_months
ANON_USER_20399,2,38.363,41.44,2024-11-04,2024-11-06,2,1
ANON_USER_20410,2,34.323,20.07,2024-12-17,2024-12-19,2,1
ANON_USER_20411,2,20.973,21.81,2024-10-26,2024-12-05,2,2
ANON_USER_20416,2,56.972,55.83,2024-10-11,2024-10-11,1,1
ANON_USER_20422,2,37.531,36.78,2024-10-19,2024-10-19,1,1
ANON_USER_20442,2,99.274,97.29,2024-09-20,2024-09-24,2,1
ANON_USER_20450,2,31.827,34.38,2024-12-14,2024-12-14,1,1
ANON_USER_20452,2,17.253,18.64,2024-07-18,2024-12-10,2,2
ANON_USER_20455,2,58.748,57.57,2024-08-06,2024-08-08,2,1
ANON_USER_20481,2,72.357,70.91,2024-10-17,2024-10-20,2,1
ANON_USER_20489,2,67.264,65.92,2024-08-28,2024-09-06,2,2
ANON_USER_20491,2,107.627,105.48,2024-08-17,2024-08-23,2,1
ANON_USER_20493,2,32.502,31.86,2024-08-13,2024-08-13,1,1
ANON_USER_20499,2,38.35,28.64,2024-11-19,2024-12-28,2,2
ANON_USER_20503,2,61.435,60.21,2024-10-06,2024-10-28,2,1
ANON_USER_20507,2,124.703,122.21,2024-07-31,2024-08-09,2,2
ANON_USER_20514,2,115.687,109.89,2024-11-14,2024-11-15,2,1
ANON_USER_20517,2,15.147,14.36,2024-12-22,2024-12-22,1,1
ANON_USER_20518,2,67.172,65.83,2024-09-20,2024-10-03,2,2
ANON_USER_20548,2,41.1,28.78,2024-11-16,2024-12-20,2,2
ANON_USER_20556,2,41.356,40.53,2024-09-10,2024-09-13,2,1
ANON_USER_20560,2,80.589,73.93,2024-11-26,2024-11-26,1,1
ANON_USER_20561,2,43.81,45.3,2024-10-06,2024-12-07,2,2
ANON_USER_20564,2,37.322,40.31,2024-12-15,2024-12-22,2,1
ANON_USER_20567,2,27.287,25.37,2024-11-06,2024-11-19,2,1
ANON_USER_20578,2,55.307,31.39,2024-12-07,2024-12-09,2,1
ANON_USER_20580,2,61.01,61.45,2024-08-13,2024-12-20,2,2
ANON_USER_20604,2,83.432,86.69,2024-08-10,2024-11-17,2,2
ANON_USER_20607,2,35.313,34.6,2024-10-03,2024-10-05,2,1
ANON_USER_20611,2,59.021,57.84,2024-08-12,2024-08-14,2,1
ANON_USER_20624,2,104.878,106.8,2024-08-28,2024-12-05,2,2
ANON_USER_20627,2,115.624,113.31,2024-10-23,2024-10-23,1,1
ANON_USER_20628,2,92.924,91.06,2024-08-30,2024-08-31,2,1
ANON_USER_20631,2,64.197,65.62,2024-10-12,2024-12-16,2,2
ANON_USER_20635,2,40.608,38.02,2024-11-12,2024-11-12,1,1
ANON_USER_20638,2,39.171,38.39,2024-09-30,2024-10-02,2,2
ANON_USER_20642,2,50.796,49.12,2024-10-03,2024-10-05,2,1
ANON_USER_20646,2,55.446,54.35,2024-09-29,2024-09-29,1,1
ANON_USER_20648,2,21.021,20.6,2024-09-18,2024-09-19,2,1
ANON_USER_20654,2,41.477,40.65,2024-10-02,2024-10-04,2,1
ANON_USER_20655,2,20.492,20.07,2024-10-20,2024-10-25,2,1
ANON_USER_20660,2,83.293,81.64,2024-08-24,2024-09-13,2,2
ANON_USER_20667,2,63.465,62.2,2024-09-17,2024-10-19,2,2
ANON_USER_20670,2,38.089,41.13,2024-12-26,2024-12-26,1,1
ANON_USER_20674,2,30.834,27.22,2024-10-31,2024-11-16,2,2
ANON_USER_20678,2,69.347,74.9,2024-12-07,2024-12-14,2,1
ANON_USER_20680,2,46.246,49.94,2024-11-06,2024-11-26,2,1
ANON_USER_20681,2,38.452,39.96,2024-10-27,2024-12-21,2,2
ANON_USER_20687,2,128.428,113.91,2025-01-05,2025-01-05,1,1
ANON_USER_20690,2,50.366,52.2,2024-07-17,2024-09-09,2,2
ANON_USER_20693,2,34.653,33.96,2024-10-13,2024-10-13,1,1
ANON_USER_20705,2,49.862,48.87,2024-08-07,2024-08-17,2,1
ANON_USER_20717,2,33.776,33.11,2024-07-27,2024-10-05,2,2
ANON_USER_20728,2,37.641,37.75,2024-11-02,2024-11-05,2,1
ANON_USER_20731,2,36.189,35.43,2024-07-28,2024-08-04,2,2
ANON_USER_20742,2,63.211,65.05,2024-09-29,2024-11-03,2,2
ANON_USER_20746,2,19.152,20.69,2024-11-28,2024-11-28,1,1
ANON_USER_20757,2,65.381,64.07,2024-08-06,2024-08-06,1,1
ANON_USER_20759,2,29.129,30.17,2024-09-25,2024-11-24,2,2
ANON_USER_20770,2,23.627,25.51,2024-07-20,2024-07-20,1,1
ANON_USER_20772,2,16.229,17.53,2024-11-28,2024-11-28,1,1
ANON_USER_20784,2,52.408,53.89,2024-10-10,2024-12-04,2,2
ANON_USER_20785,2,16.728,18.06,2024-11-05,2024-11-05,1,1
ANON_USER_20786,2,49.462,38.58,2024-11-20,2024-11-20,1,1
ANON_USER_20789,2,93.332,44.81,2025-01-04,2025-01-06,2,1
ANON_USER_20800,2,50.752,49.74,2024-10-01,2024-10-01,1,1
ANON_USER_20802,2,25.609,27.65,2024-11-08,2024-11-24,2,1
ANON_USER_20812,2,66.96,53.84,2024-12-13,2024-12-20,2,1
ANON_USER_20813,2,47.422,44.4,2024-10-20,2024-11-17,2,2
ANON_USER_20815,2,72.129,69.7,2024-08-07,2024-11-21,2,2
ANON_USER_20816,2,73.957,72.48,2024-08-22,2024-08-29,2,1
ANON_USER_20824,2,63.023,39.58,2024-12-24,2024-12-30,2,1
ANON_USER_20826,2,53.856,52.78,2024-08-31,2024-08-31,1,1
ANON_USER_20828,2,35.791,23.77,2024-12-28,2025-01-04,2,2
ANON_USER_20837,2,119.02,116.64,2024-08-26,2024-08-26,1,1
ANON_USER_20839,2,23.522,25.41,2024-12-30,2024-12-31,2,1
ANON_USER_20854,2,42.646,41.79,2024-10-29,2024-10-29,1,1
ANON_USER_20855,2,9.441,10.19,2024-11-02,2024-11-02,1,1
ANON_USER_20859,2,28.526,30.82,2024-11-22,2024-12-24,2,2
ANON_USER_20868,2,29.756,29.16,2024-08-24,2024-08-27,2,1
ANON_USER_20869,2,118.333,109.15,2024-11-14,2024-11-22,2,1
ANON_USER_20875,2,55.469,43.26,2025-01-04,2025-01-05,2,1
ANON_USER_20876,2,104.998,86.06,2024-12-05,2025-01-04,2,2
ANON_USER_20884,2,60.674,47.32,2024-11-26,2024-11-26,1,1
ANON_USER_20897,2,32.977,32.79,2024-08-17,2024-12-01,2,2
ANON_USER_20898,2,26.149,25.62,2024-10-02,2024-10-03,2,1
ANON_USER_20913,2,91.574,98.91,2024-12-14,2024-12-16,2,1
ANON_USER_20917,2,60.323,57.11,2024-08-22,2024-10-10,2,2
ANON_USER_20923,2,64.607,63.32,2024-10-02,2024-10-02,1,1
ANON_USER_20926,2,78.75,77.18,2024-08-28,2024-08-28,1,1
ANON_USER_20933,2,54.197,53.11,2024-08-08,2024-08-08,1,1
ANON_USER_20936,2,54.532,29.97,2024-12-07,2024-12-09,2,1
ANON_USER_20939,2,159.3,124.26,2024-11-17,2024-11-17,1,1
ANON_USER_20946,2,21.784,21.89,2024-10-12,2024-12-14,2,2
ANON_USER_20965,2,40.208,25.01,2024-12-13,2024-12-15,2,1
ANON_USER_20969,2,7.051,6.21,2024-11-26,2024-11-30,2,1
ANON_USER_20977,2,25.723,22.04,2024-10-27,2024-11-01,2,2
ANON_USER_20980,2,32.103,25.04,2024-11-24,2024-11-24,1,1
ANON_USER_20992,2,21.015,19.34,2024-08-28,2024-09-08,2,2
ANON_USER_20993,2,22.502,22.06,2024-09-02,2024-09-24,2,1
ANON_USER_21000,2,39.095,38.32,2024-08-24,2024-08-25,2,1
ANON_USER_21002,2,41.57,42.44,2024-08-17,2024-12-06,2,2
ANON_USER_21014,2,104.986,107.22,2024-07-18,2024-08-17,2,2
ANON_USER_21018,2,56.52,61.05,2024-12-18,2024-12-24,2,1
ANON_USER_21019,2,59.919,64.72,2024-12-17,2024-12-23,2,1
ANON_USER_21023,2,75.59,81.64,2024-11-26,2024-11-28,2,1
ANON_USER_21026,2,80.784,77.23,2024-10-01,2024-10-02,2,1
ANON_USER_21028,2,43.55,47.03,2024-11-24,2024-11-24,1,1
ANON_USER_21029,2,69.123,67.74,2024-08-20,2024-08-29,2,1
ANON_USER_21037,2,126.603,110.0,2024-10-18,2024-12-07,2,2
ANON_USER_21039,2,49.982,27.42,2024-12-14,2024-12-16,2,1
ANON_USER_21048,2,156.736,153.6,2024-08-11,2024-09-16,2,2
ANON_USER_21051,2,46.739,45.8,2024-08-30,2024-09-18,2,2
ANON_USER_21060,2,89.074,87.3,2024-10-26,2024-10-28,2,1
ANON_USER_21062,2,50.123,54.14,2024-11-11,2024-11-13,2,1
ANON_USER_21083,2,85.538,83.83,2024-09-20,2024-09-20,1,1
ANON_USER_21084,2,19.933,21.53,2024-11-08,2024-11-13,2,1
ANON_USER_21085,2,49.715,48.71,2024-09-05,2024-09-05,1,1
ANON_USER_21109,2,40.112,39.31,2024-08-11,2024-08-11,1,1
ANON_USER_21121,2,36.105,35.38,2024-09-21,2024-09-22,2,1
ANON_USER_21136,2,32.705,32.04,2024-10-15,2024-10-29,2,1
ANON_USER_21181,2,56.586,37.38,2024-12-22,2024-12-26,2,1
ANON_USER_21190,2,44.721,38.73,2024-10-25,2024-10-27,2,1
ANON_USER_21198,2,47.408,46.46,2024-10-05,2024-10-05,1,1
ANON_USER_21200,2,104.703,112.27,2024-12-17,2024-12-21,2,1
ANON_USER_21205,2,23.725,23.25,2024-08-03,2024-08-30,2,1
ANON_USER_21210,2,47.428,31.98,2024-12-21,2024-12-24,2,1
ANON_USER_21215,2,43.4,44.95,2024-10-24,2024-11-25,2,2
ANON_USER_21216,2,20.451,20.04,2024-10-02,2024-10-05,2,1
ANON_USER_21225,2,162.841,175.87,2024-12-02,2024-12-05,2,1
ANON_USER_21231,2,25.335,11.81,2025-01-01,2025-01-01,1,1
ANON_USER_21238,2,20.725,22.38,2024-11-10,2024-11-10,1,1
ANON_USER_21247,2,32.701,26.17,2024-11-14,2024-12-10,2,2
ANON_USER_21250,2,21.484,21.06,2024-08-26,2024-08-26,1,1
ANON_USER_21256,2,37.317,36.57,2024-07-24,2024-08-04,2,2
ANON_USER_21258,2,59.383,52.16,2024-10-24,2025-01-04,2,2
ANON_USER_21262,2,18.672,15.83,2025-01-04,2025-01-04,1,1
ANON_USER_21265,2,120.079,121.97,2024-08-21,2024-11-04,2,2
ANON_USER_21285,2,95.259,98.41,2024-10-30,2024-11-05,2,2
ANON_USER_21292,2,48.589,45.56,2024-11-25,2024-11-26,2,1
ANON_USER_21296,2,54.887,34.48,2024-12-21,2024-12-23,2,1
ANON_USER_21302,2,17.769,17.42,2024-09-14,2024-09-14,1,1
ANON_USER_21304,2,58.087,45.18,2024-09-20,2024-12-08,2,2
ANON_USER_21308,2,69.266,74.81,2024-11-01,2024-11-01,1,1
ANON_USER_21322,2,22.392,21.95,2024-08-01,2024-08-27,2,1
ANON_USER_21335,2,104.447,60.58,2024-12-16,2025-01-01,2,2
ANON_USER_21338,2,23.236,22.77,2024-08-29,2024-08-30,2,1
ANON_USER_21351,2,129.944,107.73,2024-11-19,2024-11-28,2,1
ANON_USER_21389,2,105.006,100.9,2024-10-21,2024-10-22,2,1
ANON_USER_21393,2,70.874,69.45,2024-10-14,2024-10-30,2,1
ANON_USER_21417,2,16.469,14.12,2024-09-09,2024-11-04,2,2
ANON_USER_21419,2,52.512,51.46,2024-09-05,2024-09-19,2,1
ANON_USER_21421,2,64.701,69.89,2024-12-27,2024-12-28,2,1
ANON_USER_21430,2,16.707,16.38,2024-10-02,2024-10-02,1,1
ANON_USER_21431,2,75.747,47.88,2024-12-23,2024-12-28,2,1
ANON_USER_21439,2,57.197,56.06,2024-09-01,2024-09-04,2,1
ANON_USER_21440,2,88.106,95.15,2024-11-19,2024-11-19,1,1
ANON_USER_21456,2,20.225,19.55,2024-10-05,2024-10-05,1,1
ANON_USER_21457,2,54.481,56.24,2024-10-17,2024-12-09,2,2
ANON_USER_21466,2,77.099,64.57,2024-09-23,2024-11-29,2,2
ANON_USER_21467,2,61.66,60.42,2024-09-30,2024-10-04,2,2
ANON_USER_21474,2,19.383,20.93,2024-12-03,2024-12-30,2,1
ANON_USER_21475,2,54.852,33.63,2025-01-01,2025-01-02,2,1
ANON_USER_21480,2,21.052,20.63,2024-09-10,2024-09-10,1,1
ANON_USER_21481,2,111.024,92.8,2024-10-29,2024-11-08,2,2
ANON_USER_21484,2,31.011,29.09,2024-11-27,2024-11-27,1,1
ANON_USER_21487,2,32.959,34.62,2024-09-15,2024-11-22,2,2
ANON_USER_21494,2,49.275,28.58,2024-12-21,2024-12-21,1,1
ANON_USER_21495,2,105.747,112.21,2024-12-12,2024-12-19,2,1
ANON_USER_21498,2,110.466,114.17,2024-09-28,2024-11-02,2,2
ANON_USER_21501,2,47.681,49.47,2024-09-23,2024-11-17,2,2
ANON_USER_21503,2,11.092,11.32,2024-10-06,2024-11-24,2,2
ANON_USER_21513,2,32.556,25.39,2024-12-03,2024-12-03,1,1
ANON_USER_21514,2,42.99,46.43,2024-11-09,2024-11-10,2,1
ANON_USER_21515,2,93.31,100.77,2024-11-11,2024-11-17,2,1
ANON_USER_21517,2,27.738,29.96,2024-11-07,2024-11-07,1,1
ANON_USER_21533,2,310.625,289.98,2024-12-08,2025-01-02,2,2
ANON_USER_21542,2,22.142,21.7,2024-10-01,2024-10-06,2,1
ANON_USER_21544,2,18.813,18.43,2024-10-03,2024-10-03,1,1
ANON_USER_21545,2,100.052,100.53,2024-10-19,2024-12-10,2,2
ANON_USER_21547,2,62.697,61.45,2024-09-30,2024-09-30,1,1
ANON_USER_21548,2,54.905,53.8,2024-09-02,2024-09-23,2,1
ANON_USER_21554,2,38.398,41.47,2024-07-15,2024-07-16,2,1
ANON_USER_21561,2,24.624,24.63,2024-09-20,2024-12-11,2,2
ANON_USER_21566,2,64.088,62.81,2024-09-08,2024-10-15,2,2
ANON_USER_21567,2,33.417,32.76,2024-10-01,2024-10-03,2,1
ANON_USER_21570,2,20.003,21.6,2024-07-19,2024-07-21,2,1
ANON_USER_21574,2,29.282,28.69,2024-08-07,2024-08-07,1,1
ANON_USER_21577,2,147.916,159.75,2024-11-22,2024-11-22,1,1
ANON_USER_21578,2,65.704,56.38,2024-10-01,2025-01-03,2,2
ANON_USER_21588,2,24.127,23.64,2024-08-25,2024-08-25,1,1
ANON_USER_21591,2,32.481,35.09,2024-07-15,2024-07-15,1,1
ANON_USER_21596,2,85.262,83.56,2024-08-27,2024-08-27,1,1
ANON_USER_21605,2,31.409,32.46,2024-07-17,2024-10-21,2,2
ANON_USER_21608,2,81.9,75.26,2024-10-27,2024-10-27,1,1
ANON_USER_21613,2,39.856,39.06,2024-10-25,2024-10-25,1,1
ANON_USER_21622,2,9.494,9.31,2024-09-09,2024-09-09,1,1
ANON_USER_21623,2,53.785,58.08,2024-12-22,2024-12-22,1,1
ANON_USER_21626,2,30.26,26.9,2024-10-24,2024-12-27,2,2
ANON_USER_21634,2,39.781,38.99,2024-08-14,2024-08-16,2,1
ANON_USER_21643,2,32.218,31.57,2024-10-04,2024-10-04,1,1
ANON_USER_21666,2,62.811,49.85,2024-07-21,2025-01-01,2,2
ANON_USER_21669,2,35.182,34.48,2024-09-29,2024-09-30,2,1
ANON_USER_21673,2,9.161,8.98,2024-09-30,2024-10-06,2,2
ANON_USER_21675,2,83.303,44.38,2025-01-04,2025-01-06,2,1
ANON_USER_21677,2,96.723,99.45,2024-10-10,2024-11-11,2,2
ANON_USER_21681,2,45.236,28.39,2024-12-19,2024-12-30,2,1
ANON_USER_21684,2,56.795,60.44,2024-08-25,2024-12-09,2,2
ANON_USER_21689,2,34.534,33.85,2024-10-23,2024-10-24,2,1
ANON_USER_21692,2,61.706,60.46,2024-08-22,2024-10-07,2,2
ANON_USER_21694,2,94.185,83.19,2024-09-29,2024-11-03,2,2
ANON_USER_21703,2,29.214,16.93,2024-12-10,2025-01-03,2,2
ANON_USER_21705,2,76.992,75.46,2024-09-06,2024-09-06,1,1
ANON_USER_21707,2,46.211,47.37,2024-07-13,2024-10-25,2,2
ANON_USER_21709,2,33.05,32.38,2024-09-26,2024-09-26,1,1
ANON_USER_21711,2,52.369,53.68,2024-08-28,2024-11-16,2,2
ANON_USER_21716,2,13.562,14.65,2024-12-07,2024-12-07,1,1
ANON_USER_21722,2,44.397,43.51,2024-08-27,2024-08-27,1,1
ANON_USER_21723,2,47.292,48.96,2024-07-18,2024-09-07,2,2
ANON_USER_21728,2,11.82,11.58,2024-09-21,2024-09-24,2,1
ANON_USER_21733,2,58.237,61.87,2024-10-11,2024-12-01,2,2
ANON_USER_21735,2,22.061,21.62,2024-08-21,2024-10-24,2,2
ANON_USER_21754,2,50.265,54.28,2024-12-09,2025-01-03,2,2
ANON_USER_21760,2,155.001,144.69,2024-12-04,2025-01-01,2,2
ANON_USER_21769,2,29.248,28.67,2024-08-11,2024-10-20,2,2
ANON_USER_21778,2,40.476,39.67,2024-08-26,2024-09-12,2,2
ANON_USER_21784,2,12.192,12.27,2024-11-27,2024-12-26,2,2
ANON_USER_21786,2,106.949,112.5,2024-11-04,2024-11-04,1,1
ANON_USER_21802,2,79.691,86.07,2024-12-30,2024-12-31,2,1
ANON_USER_21809,2,60.332,59.12,2024-10-01,2024-10-06,2,1
ANON_USER_21814,2,45.278,45.91,2024-10-31,2024-11-30,2,2
ANON_USER_21817,2,46.107,45.19,2024-08-08,2024-08-18,2,1
ANON_USER_21835,2,41.124,39.68,2024-09-27,2024-10-01,2,2
ANON_USER_21836,2,18.879,20.39,2024-12-07,2024-12-08,2,1
ANON_USER_21838,2,49.808,48.82,2024-07-29,2024-07-30,2,1
ANON_USER_21843,2,57.113,55.98,2024-09-09,2024-09-13,2,1
ANON_USER_21849,2,56.832,55.65,2024-12-12,2024-12-12,1,1
ANON_USER_21850,2,28.531,30.81,2024-11-28,2025-01-02,2,2
ANON_USER_21852,2,67.651,73.07,2024-11-21,2024-11-21,1,1
ANON_USER_21853,2,60.907,65.77,2024-12-13,2024-12-15,2,1
ANON_USER_21858,2,31.978,34.54,2024-07-13,2024-07-13,1,1
ANON_USER_21868,2,43.072,42.07,2024-12-04,2024-12-04,1,1
ANON_USER_21875,2,44.399,43.51,2024-10-05,2024-10-05,1,1
ANON_USER_21877,2,21.755,22.3,2024-08-27,2024-11-30,2,2
ANON_USER_21880,2,26.483,21.66,2024-11-17,2024-12-31,2,2
ANON_USER_21885,2,75.251,77.27,2024-10-10,2024-12-14,2,2
ANON_USER_21899,2,125.365,135.39,2024-12-25,2024-12-25,1,1
ANON_USER_21906,2,28.374,27.81,2024-08-24,2024-09-14,2,2
ANON_USER_21909,2,119.385,119.35,2024-12-04,2024-12-12,2,1
ANON_USER_21921,2,64.202,62.92,2024-09-21,2024-10-02,2,2
ANON_USER_21927,2,70.381,54.99,2024-11-27,2024-12-13,2,2
ANON_USER_21952,2,19.695,18.21,2024-10-21,2024-12-25,2,2
ANON_USER_21954,2,74.479,72.99,2024-08-05,2024-10-12,2,2
ANON_USER_21969,2,81.567,84.34,2024-09-04,2024-12-01,2,2
ANON_USER_21973,2,46.231,49.94,2024-07-13,2024-12-17,2,2
ANON_USER_21976,2,36.103,38.99,2024-11-13,2024-12-31,2,2
ANON_USER_21977,2,40.294,34.22,2024-10-20,2024-12-28,2,2
ANON_USER_21980,2,26.413,25.88,2024-09-30,2024-10-05,2,2
ANON_USER_21986,2,41.331,40.51,2024-10-02,2024-10-02,1,1
ANON_USER_22004,2,45.236,25.07,2024-12-27,2025-01-01,2,2
ANON_USER_22007,2,91.543,81.81,2024-10-24,2024-11-03,2,2
ANON_USER_22031,2,24.023,24.05,2024-10-01,2025-01-03,2,2
ANON_USER_22032,2,65.033,63.73,2024-08-26,2024-08-27,2,1
ANON_USER_22036,2,118.115,79.97,2024-12-15,2025-01-02,2,2
ANON_USER_22040,2,96.225,94.3,2024-10-15,2024-10-23,2,1
ANON_USER_22046,2,34.155,34.34,2024-10-25,2024-11-01,2,2
ANON_USER_22048,2,56.019,54.89,2024-10-11,2024-10-11,1,1
ANON_USER_22052,2,55.466,54.36,2024-09-21,2024-09-23,2,1
ANON_USER_22071,2,60.864,59.65,2024-07-23,2024-07-23,1,1
ANON_USER_22072,2,17.043,9.89,2024-12-11,2024-12-19,2,1
ANON_USER_22077,2,82.917,89.55,2024-11-11,2024-11-11,1,1
ANON_USER_22094,2,60.488,41.13,2024-12-15,2024-12-31,2,1
ANON_USER_22097,2,27.413,18.64,2024-12-01,2024-12-08,2,1
ANON_USER_22112,2,114.482,116.62,2024-10-19,2024-11-22,2,2
ANON_USER_22114,2,57.656,56.5,2024-10-07,2024-10-07,1,1
ANON_USER_22121,2,56.321,55.2,2024-09-22,2024-09-22,1,1
ANON_USER_22122,2,61.058,52.74,2024-11-25,2024-11-29,2,1
ANON_USER_22132,2,7.857,6.71,2024-12-26,2024-12-28,2,1
ANON_USER_22134,2,19.411,18.97,2024-11-17,2024-11-17,1,1
ANON_USER_22135,2,15.471,15.17,2024-10-02,2024-10-03,2,1
ANON_USER_22143,2,24.55,24.06,2024-08-28,2024-09-08,2,2
ANON_USER_22144,2,14.327,14.05,2024-10-01,2024-10-04,2,1
ANON_USER_22150,2,77.128,75.58,2024-08-26,2024-10-09,2,2
ANON_USER_22158,2,65.08,70.29,2024-11-16,2024-11-16,1,1
ANON_USER_22175,2,42.288,35.71,2024-11-19,2024-11-20,2,1
ANON_USER_22185,2,28.5,27.93,2024-10-10,2024-10-12,2,1
ANON_USER_22200,2,59.211,34.25,2025-01-02,2025-01-02,1,1
ANON_USER_22202,2,72.016,66.51,2024-12-21,2024-12-21,1,1
ANON_USER_22206,2,57.514,55.78,2024-10-01,2024-10-03,2,1
ANON_USER_22214,2,74.966,50.37,2024-12-27,2024-12-31,2,1
ANON_USER_00003,1,21.603,23.33,2024-11-27,2024-11-27,1,1
ANON_USER_00007,1,48.932,52.85,2024-11-03,2024-11-03,1,1
ANON_USER_00010,1,14.424,15.57,2024-12-15,2024-12-15,1,1
ANON_USER_00011,1,19.785,21.37,2024-11-15,2024-11-15,1,1
ANON_USER_00012,1,21.194,20.77,2024-08-22,2024-08-22,1,1
ANON_USER_00014,1,33.597,32.93,2024-08-27,2024-08-27,1,1
ANON_USER_00015,1,31.141,30.52,2024-08-10,2024-08-10,1,1
ANON_USER_00018,1,33.687,26.27,2024-11-18,2024-11-18,1,1
ANON_USER_00019,1,71.964,70.53,2024-10-06,2024-10-06,1,1
ANON_USER_00020,1,17.424,17.07,2024-10-03,2024-10-03,1,1
ANON_USER_00021,1,23.243,22.78,2024-09-22,2024-09-22,1,1
ANON_USER_00022,1,15.099,14.8,2024-08-15,2024-08-15,1,1
ANON_USER_00023,1,26.706,28.84,2024-11-26,2024-11-26,1,1
ANON_USER_00025,1,19.611,19.22,2024-09-16,2024-09-16,1,1
ANON_USER_00026,1,14.346,14.05,2024-07-30,2024-07-30,1,1
ANON_USER_00028,1,28.671,30.96,2024-12-03,2024-12-03,1,1
ANON_USER_00029,1,30.79,30.17,2024-10-05,2024-10-05,1,1
ANON_USER_00033,1,43.677,42.8,2024-10-06,2024-10-06,1,1
ANON_USER_00035,1,9.561,9.36,2024-09-08,2024-09-08,1,1
ANON_USER_00036,1,37.39,36.64,2024-08-11,2024-08-11,1,1
ANON_USER_00038,1,42.293,45.67,2024-07-18,2024-07-18,1,1
ANON_USER_00039,1,14.627,14.33,2024-08-06,2024-08-06,1,1
ANON_USER_00040,1,79.193,77.61,2024-10-22,2024-10-22,1,1
ANON_USER_00042,1,62.886,61.63,2024-09-04,2024-09-04,1,1
ANON_USER_00043,1,12.314,13.3,2024-11-14,2024-11-14,1,1
ANON_USER_00044,1,29.443,23.69,2024-12-09,2024-12-09,1,1
ANON_USER_00045,1,11.345,12.26,2024-11-03,2024-11-03,1,1
ANON_USER_00047,1,17.011,16.67,2024-10-07,2024-10-07,1,1
ANON_USER_00049,1,12.302,13.16,2025-01-05,2025-01-05,1,1
ANON_USER_00050,1,15.61,15.3,2024-08-24,2024-08-24,1,1
ANON_USER_00051,1,10.483,10.27,2024-10-07,2024-10-07,1,1
ANON_USER_00052,1,31.21,33.71,2024-12-10,2024-12-10,1,1
ANON_USER_00053,1,26.045,25.52,2024-08-25,2024-08-25,1,1
ANON_USER_00055,1,30.744,30.13,2024-09-05,2024-09-05,1,1
ANON_USER_00057,1,21.509,23.23,2024-12-15,2024-12-15,1,1
ANON_USER_00058,1,21.0,20.58,2024-10-28,2024-10-28,1,1
ANON_USER_00061,1,11.594,11.36,2024-09-14,2024-09-14,1,1
ANON_USER_00062,1,15.607,16.86,2024-07-17,2024-07-17,1,1
ANON_USER_00063,1,25.026,24.52,2024-09-21,2024-09-21,1,1
ANON_USER_00064,1,42.829,46.26,2025-01-01,2025-01-01,1,1
ANON_USER_00066,1,28.213,27.65,2024-10-05,2024-10-05,1,1
ANON_USER_00067,1,14.369,14.08,2024-07-24,2024-07-24,1,1
ANON_USER_00069,1,69.946,75.54,2024-11-10,2024-11-10,1,1
ANON_USER_00072,1,32.849,32.19,2024-08-10,2024-08-10,1,1
ANON_USER_00073,1,56.496,55.37,2024-10-17,2024-10-17,1,1
ANON_USER_00075,1,35.242,34.54,2024-09-24,2024-09-24,1,1
ANON_USER_00076,1,30.987,30.37,2024-10-01,2024-10-01,1,1
ANON_USER_00078,1,26.742,12.83,2024-12-23,2024-12-23,1,1
ANON_USER_00079,1,30.087,29.49,2024-10-04,2024-10-04,1,1
ANON_USER_00080,1,31.292,30.66,2024-08-13,2024-08-13,1,1
ANON_USER_00082,1,51.558,40.21,2024-10-26,2024-10-26,1,1
ANON_USER_00083,1,10.858,11.72,2024-12-30,2024-12-30,1,1
ANON_USER_00084,1,31.714,31.08,2024-09-17,2024-09-17,1,1
ANON_USER_00085,1,15.328,16.56,2024-11-21,2024-11-21,1,1
ANON_USER_00087,1,36.649,35.91,2024-10-06,2024-10-06,1,1
ANON_USER_00088,1,9.613,9.42,2024-10-05,2024-10-05,1,1
ANON_USER_00089,1,30.842,33.31,2024-11-09,2024-11-09,1,1
ANON_USER_00091,1,40.355,35.52,2024-11-27,2024-11-27,1,1
ANON_USER_00096,1,78.251,84.51,2025-01-03,2025-01-03,1,1
ANON_USER_00098,1,26.675,26.14,2024-10-06,2024-10-06,1,1
ANON_USER_00099,1,18.229,19.69,2024-12-11,2024-12-11,1,1
ANON_USER_00100,1,64.131,69.26,2024-12-27,2024-12-27,1,1
ANON_USER_00101,1,11.246,11.02,2024-10-18,2024-10-18,1,1
ANON_USER_00102,1,30.733,20.9,2024-12-06,2024-12-06,1,1
ANON_USER_00103,1,23.381,22.91,2024-10-07,2024-10-07,1,1
ANON_USER_00106,1,29.796,29.2,2024-10-07,2024-10-07,1,1
ANON_USER_00107,1,36.914,39.87,2024-11-13,2024-11-13,1,1
ANON_USER_00108,1,25.125,27.14,2025-01-05,2025-01-05,1,1
ANON_USER_00109,1,14.124,15.25,2024-11-26,2024-11-26,1,1
ANON_USER_00110,1,33.123,32.46,2024-08-04,2024-08-04,1,1
ANON_USER_00112,1,27.251,26.71,2024-10-22,2024-10-22,1,1
ANON_USER_00113,1,38.39,26.11,2024-12-01,2024-12-01,1,1
ANON_USER_00115,1,37.234,29.04,2024-10-26,2024-10-26,1,1
ANON_USER_00117,1,17.394,17.05,2024-10-26,2024-10-26,1,1
ANON_USER_00119,1,19.335,20.88,2024-12-23,2024-12-23,1,1
ANON_USER_00125,1,35.941,35.22,2024-10-18,2024-10-18,1,1
ANON_USER_00129,1,33.305,35.97,2024-11-10,2024-11-10,1,1
